id,scores_available,title,question_set,date,location
3388,False,"Квиз, плиз! SPB",91,"22 августа/Среда, 20:00",GAGEN
3389,False,"Квиз, плиз! SPB",92.1,"23 августа/Четверг, 19:30",Street Food Bar №1
3390,False,"Квиз, плиз! SPB",92.2,"24 августа/Пятница, 20:00",Grand Bianco
3401,False,,,,
3488,False,"Квиз, плиз! SPB ",93,"28 августа/Вторник, 20:00",MAXIMILIAN
3567,False,"Квиз, плиз! SPB",94,"5 сентября/Среда, 19:30",Street Food Bar №1
3569,False,"Квиз, плиз! SPB",95.1,"6 сентября/Четверг, 20:00",GAGEN
3570,False,"Квиз, плиз!  SPB",95.2,"7 сентября/Пятница, 19:30",Street Food Bar №1
3667,False,"Квиз, плиз! SPB",96.1,"11 сентября/Вторник, 20:00",MAXIMILIAN
3668,False,"Квиз, плиз! SPB",96.2,"12 сентября/Среда, 19:30",Street Food Bar №1
3669,False,"Квиз, плиз! SPB",97.1,"13 сентября/Четверг, 19:30",Street Food Bar №1
3671,False,"Квиз, плиз! SPB",97.2,"14 сентября/Пятница, 20:00",Grand Bianco
3746,False,"Квиз, плиз! SPB",98.1,"20 сентября/Четверг, 20:00",GAGEN
3747,False,"Квиз, плиз! SPB",98.2,"21 сентября/Пятница, 19:30",Street Food Bar №1
3857,False,"Квиз, плиз! SPB",99.1,"26 сентября/Среда, 19:30",Street Food Bar №1
3858,False,"Квиз, плиз! SPB",99.2,"27 сентября/Четверг, 20:00",GAGEN
3860,False,"Квиз, плиз! SPB",100,"30 сентября/Воскресенье, 18:00",Grand Bianco
3952,False,"Квиз, плиз! SPB",101.1,"3 октября/Среда, 19:30",Street Food Bar №1
3953,False,"Квиз, плиз! SPB",101.2,"5 октября/Пятница, 19:30",Street Food Bar №1
3954,False,"Квиз, плиз! SPB",102,"7 октября/Воскресенье, 18:00",Grand Bianco
4053,False,"Квиз, плиз! SPB",103.1,"9 октября/Вторник, 20:00",MAXIMILIAN
4054,False,"Квиз, плиз! SPB",103.2,"10 октября/Среда, 20:00",GAGEN
4056,False,"Квиз, плиз! SPB",104.1,"13 октября/Суббота, 18:00",Street Food Bar №1
4057,False,"Квиз, плиз! SPB",104.2,"14 октября/Воскресенье, 18:00",Grand Bianco
4159,False,"Квиз, плиз! SPB",105.1,"16 октября/Вторник, 20:00",MAXIMILIAN
4160,False,"Квиз, плиз! SPB",105.2,"17 октября/Среда, 19:30",Street Food Bar №1
4162,False,"Квиз, плиз! SPB",106.1,"19 октября/Пятница, 19:30",Street Food Bar №1
4163,False,"Квиз, плиз! SPB",106.2,"20 октября/Суббота, 18:00",Grand Bianco
4272,False,"Квиз, плиз! SPB",107.1,"24 октября/Среда, 20:00",Metropolis Kitchen & Bar
4275,False,"Квиз, плиз! SPB",107.2,"27 октября/Суббота, 18:00",Street Food Bar №1
4374,False,"Квиз, плиз! SPB",108.1,"30 октября/Вторник, 20:00",MAXIMILIAN
4378,False,"Квиз, плиз! SPB",108.2,"4 ноября/Воскресенье, 18:00",Street Food Bar №1
4501,False,"Квиз, плиз! SPB",109.1,"6 ноября/Вторник, 20:00",MAXIMILIAN
4502,False,"Квиз, плиз! SPB",109.2,"7 ноября/Среда, 19:30",Street Food Bar №1
4504,False,"Квиз, плиз! SPB",110.1,"10 ноября/Суббота, 18:00",GAGEN
4505,False,"Квиз, плиз! SPB",110.2,"11 ноября/Воскресенье, 18:00",Grand Bianco
4604,False,"Квиз, плиз! SPB",111.1,"13 ноября/Вторник, 20:00",MAXIMILIAN
4606,False,"Квиз, плиз! SPB",111.2,"16 ноября/Пятница, 19:30",Street Food Bar №1
4607,False,"Квиз, плиз! SPB",112.1,"17 ноября/Суббота, 18:00",Street Food Bar №1
4608,False,"Квиз, плиз! SPB",112.2,"18 ноября/Воскресенье, 18:00",MAXIMILIAN
4741,False,"Квиз, плиз! SPB",113.1,"21 ноября/Среда, 20:00",Metropolis Kitchen & Bar
4743,False,"Квиз, плиз! SPB",114,"24 ноября/Суббота, 18:00",Street Food Bar №1
4744,False,"Квиз, плиз! SPB",113.2,"25 ноября/Воскресенье, 18:00",Street Food Bar №1
4853,False,"Квиз, плиз! SPB",115,"27 ноября/Вторник, 20:00",MAXIMILIAN
4854,False,"Квиз, плиз! SPB",116.1,"28 ноября/Среда, 20:00",Metropolis Kitchen & Bar
4855,False,"Квиз, плиз! SPB",116.2,"28 ноября/Среда, 20:00",GAGEN
4856,False,"Квиз, плиз! SPB",117.1,"29 ноября/Четверг, 19:30",Street Food Bar №1
4857,False,"Квиз, плиз! SPB",117.2,"1 декабря/Суббота, 18:00",Street Food Bar №1
4858,False,,,,
4989,False,"Квиз, плиз! SPB",118.1,"4 декабря/Вторник, 20:00",MAXIMILIAN
4991,False,"Квиз, плиз! SPB",118.2,"6 декабря/Четверг, 19:30",Street Food Bar №1
4992,False,"Квиз, плиз! SPB",118.3,"8 декабря/Суббота, 18:00",Grand Bianco
5114,False,"Квиз, плиз! SPB",119.1,"12 декабря/Среда, 19:30",Street Food Bar №1
5115,False,"Квиз, плиз! SPB",119.2,"14 декабря/Пятница, 19:30",Street Food Bar №1
5116,False,"Квиз, плиз! SPB",120.1,"15 декабря/Суббота, 18:00",Street Food Bar №1
5117,False,"Квиз, плиз! SPB",120.2,"16 декабря/Воскресенье, 18:00",Street Food Bar №1
5238,False,"Квиз, плиз! SPB",121.1,"18 декабря/Вторник, 20:00",MAXIMILIAN
5240,False,"Квиз, плиз! SPB",121.2,"20 декабря/Четверг, 19:30",Street Food Bar №1
5333,False,"Квиз, плиз! SPB",122.1,"25 декабря/Вторник, 19:30",Street Food Bar №1
5334,False,"Квиз, плиз! SPB ",122.2,"26 декабря/Среда, 19:30",Street Food Bar №1
5409,False,"Квиз, плиз! SPB",123,"3 января/Четверг, 18:00",Grand Bianco
5411,False,"Квиз, плиз! SPB",123,"4 января/Пятница, 18:00",Grand Bianco
5413,False,"Квиз, плиз! SPB",124,"6 января/Воскресенье, 18:00",Grand Bianco
5414,False,"Квиз, плиз! SPB",124,"8 января/Вторник, 18:00",MAXIMILIAN
5415,False,"Квиз, плиз! SPB",125,"9 января/Среда, 19:30",Street Food Bar №1
5416,False,"Квиз, плиз! SPB",125,"10 января/Четверг, 19:30",Street Food Bar №1
5417,False,"Квиз, плиз! SPB",126,"12 января/Суббота, 18:00",Street Food Bar №1
5425,False,"Квиз, плиз! SPB",126,"13 января/Воскресенье, 18:00",Grand Bianco
5581,False,"Квиз, плиз! SPB",127,"17 января/Четверг, 19:30",Street Food Bar №1
5582,False,"Квиз, плиз! SPB",127,"18 января/Пятница, 19:30",GAGEN
5583,False,"Квиз, плиз! SPB",128,"19 января/Суббота, 18:00",Metropolis Kitchen & Bar
5584,False,"Квиз, плиз! SPB",128,"20 января/Воскресенье, 18:00",Grand Bianco
5711,False,"Квиз, плиз! SPB",129,"22 января/Вторник, 20:00",MAXIMILIAN
5712,False,"Квиз, плиз! SPB",129,"23 января/Среда, 19:30",Street Food Bar №1
5713,False,"Квиз, плиз! SPB",130,"24 января/Четверг, 19:30",Street Food Bar №1
5714,False,"Квиз, плиз! SPB",130,"26 января/Суббота, 18:00",Grand Bianco
5787,False,"Квиз, плиз! SPB",131,"30 января/Среда, 20:00",MAXIMILIAN
5788,False,"Квиз, плиз! SPB",132,"31 января/Четверг, 19:30",Street Food Bar №1
5789,False,"Квиз, плиз! SPB",132,"1 февраля/Пятница, 20:00",Grand Bianco
5952,False,"Квиз, плиз! SPB",133,"5 февраля/Вторник, 20:00",MAXIMILIAN
5953,False,"Квиз, плиз! SPB",134,"6 февраля/Среда, 19:30",Street Food Bar №1
5954,False,"Квиз, плиз! SPB",134,"7 февраля/Четверг, 19:30",Street Food Bar №1
5955,False,"Квиз, плиз! SPB",135,"8 февраля/Пятница, 20:00",Grand Bianco
5956,False,"Квиз, плиз! SPB",135,"10 февраля/Воскресенье, 18:00",Street Food Bar №1
6073,False,"Квиз, плиз! SPB",136,"12 февраля/Вторник, 20:00",MAXIMILIAN
6074,False,"Квиз, плиз! SPB",137,"13 февраля/Среда, 20:00",MAXIMILIAN
6076,False,"Квиз, плиз! SPB",136,"14 февраля/Четверг, 19:30",Street Food Bar №1
6077,False,"Квиз, плиз! SPB",137,"15 февраля/Пятница, 20:00",Grand Bianco
6231,False,"Квиз, плиз! SPB",138,"21 февраля/Четверг, 20:00",Maximilian Hall
6233,False,"Квиз, плиз! SPB",139,"23 февраля/Суббота, 18:00",Royal Beach
6234,False,"Квиз, плиз! SPB",139,"23 февраля/Суббота, 18:00",Street Food Bar №1
6396,False,"Квиз, плиз! SPB",140,"2 марта/Суббота, 18:00",Street Food Bar №1
6397,False,"Квиз, плиз! SPB",140,"3 марта/Воскресенье, 18:00",Grand Bianco
6478,False,"Квиз, плиз!",141,"5 марта/Вторник, 20:00",MAXIMILIAN
6479,False,"Квиз, плиз!",142,"7 марта/Четверг, 20:00",Metropolis Kitchen & Bar
6480,False,"Квиз, плиз!",142,"8 марта/Пятница, 18:00",Street Food Bar №1
6520,False,"Квиз, плиз! SPB",141,"6 марта/Среда, 20:00",Discount
6620,False,"Квиз, плиз! SPB",143,"13 марта/Среда, 19:30",Street Food Bar №1
6621,False,"Квиз, плиз! SPB",143,"14 марта/Четверг, 19:30",Street Food Bar №1
6622,False,"Квиз, плиз! SPB",144,"15 марта/Пятница, 20:00",Grand Bianco
6623,False,"Квиз, плиз! SPB",144,"16 марта/Суббота, 16:00",MAD MAX
6624,False,"Квиз, плиз! SPB",145,"17 марта/Воскресенье, 16:00",MAXIMILIAN
6777,False,"Квиз, плиз! SPB",145,"19 марта/Вторник, 20:00",MAXIMILIAN
6778,False,"Квиз, плиз! SPB",146,"21 марта/Четверг, 20:00",Metropolis Kitchen & Bar
6779,False,"Квиз, плиз! SPB",146,"22 марта/Пятница, 20:00",Grand Bianco
6780,False,"Квиз, плиз! SPB",147,"23 марта/Суббота, 16:00",Grand Bianco
6781,False,"Квиз, плиз! SPB",147,"23 марта/Суббота, 20:00",Grand Bianco
6954,False,"Квиз, плиз! SPB",148,"26 марта/Вторник, 20:00",MAXIMILIAN
6955,False,"Квиз, плиз! SPB",148,"27 марта/Среда, 19:30",Street Food Bar №1
6958,False,"Квиз, плиз! SPB",149,"30 марта/Суббота, 18:00",Grand Bianco
6959,False,"Квиз, плиз! SPB",149,"31 марта/Воскресенье, 18:00",Grand Bianco
7101,False,"Квиз, плиз! SPB",150,"2 апреля/Вторник, 20:00",MAXIMILIAN
7102,False,"Квиз, плиз! SPB",151,"3 апреля/Среда, 19:30",Street Food Bar №1
7103,False,"Квиз, плиз! SPB",151,"6 апреля/Суббота, 16:00",Grand Bianco
7288,False,"Квиз, плиз! SPB",152,"13 апреля/Суббота, 16:00",Grand Bianco
7290,False,"Квиз, плиз! SPB",152,"10 апреля/Среда, 19:30",Street Food Bar №1
7291,False,"Квиз, плиз! SPB",153,"13 апреля/Суббота, 20:00",Grand Bianco
7292,False,"Квиз, плиз! SPB",153,"14 апреля/Воскресенье, 18:30",MAXIMILIAN
7460,False,"Квиз, плиз! SPB",154,"16 апреля/Вторник, 20:00",MAXIMILIAN
7462,False,"Квиз, плиз! SPB",154,"20 апреля/Суббота, 18:00",Metropolis Kitchen & Bar
7463,False,"Квиз, плиз! SPB",155,"21 апреля/Воскресенье, 18:00",MAXIMILIAN
7609,False,"Квиз, плиз! SPB",156,"23 апреля/Вторник, 20:00",MAXIMILIAN
7610,False,"Квиз, плиз! SPB",156,"24 апреля/Среда, 19:30",Street Food Bar №1
7612,False,"Квиз, плиз! SPB",157,"25 апреля/Четверг, 20:00",Discount
7613,False,"Квиз, плиз! SPB",157,"27 апреля/Суббота, 18:00",Grand Bianco
7614,False,"Квиз, плиз! SPB",157,"28 апреля/Воскресенье, 18:00",Metropolis Kitchen & Bar
7744,False,"Квиз, плиз! SPB ",158,"30 апреля/Вторник, 20:00",MAXIMILIAN
7746,False,"Квиз, плиз! SPB ",159,"2 мая/Четверг, 18:00",Street Food Bar №1
7747,False,"Квиз, плиз! SPB ",159,"5 мая/Воскресенье, 18:00",Metropolis Kitchen & Bar
7882,False,"Квиз, плиз! SPB",160,"8 мая/Среда, 19:30",Street Food Bar №1
7883,False,"Квиз, плиз! SPB",160,"9 мая/Четверг, 18:00",Grand Bianco
7884,False,"Квиз, плиз! SPB",161,"10 мая/Пятница, 18:00",Grand Bianco
7885,False,"Квиз, плиз! SPB",161,"12 мая/Воскресенье, 18:00",Street Food Bar №1
8011,False,"Квиз, плиз! SPB",162,"16 мая/Четверг, 20:00",VSЁХОРОШО!
8012,False,"Квиз, плиз! SPB",162,"17 мая/Пятница, 20:00",Grand Bianco
8013,False,"Квиз, плиз! SPB",163,"18 мая/Суббота, 18:00",Grand Bianco
8014,False,"Квиз, плиз! SPB",163,"19 мая/Воскресенье, 18:00",Street Food Bar №1
8117,False,"Квиз, плиз! SPB",164,"22 мая/Среда, 19:30",Street Food Bar №1
8118,False,"Квиз, плиз! SPB",164,"23 мая/Четверг, 20:00",VSЁХОРОШО!
8119,False,"Квиз, плиз! SPB",165,"24 мая/Пятница, 20:00",Grand Bianco
8120,False,"Квиз, плиз! SPB",165,"25 мая/Суббота, 18:00",Grand Bianco
8277,False,,,,
8278,False,"Квиз, плиз! SPB",167,"31 мая/Пятница, 20:00",Grand Bianco
8279,False,"Квиз, плиз!  SPB",167,"2 июня/Воскресенье, 18:00",Grand Bianco
8297,False,"Квиз, плиз! SPB",166,"28 мая/Вторник, 20:00",MAXIMILIAN
8427,False,"Квиз, плиз! SPB",168,"5 июня/Среда, 19:30",Street Food Bar №1
8428,False,"Квиз, плиз! SPB",168,"6 июня/Четверг, 20:00",VSЁХОРОШО!
8429,False,"Квиз, плиз! SPB",169,"7 июня/Пятница, 20:00",Grand Bianco
8430,False,"Квиз, плиз! SPB",169,"9 июня/Воскресенье, 18:00",Grand Bianco
8563,False,"Квиз, плиз! SPB",170,"13 июня/Четверг, 20:00",VSЁХОРОШО!
8564,False,"Квиз, плиз! SPB",170,"14 июня/Пятница, 19:30",Street Food Bar №1
8565,False,"Квиз, плиз! SPB",171,"15 июня/Суббота, 16:00",MAXIMILIAN
8566,False,"Квиз, плиз! SPB",171,"16 июня/Воскресенье, 18:00",Street Food Bar №1
8682,False,"Квиз, плиз! SPB",172,"19 июня/Среда, 19:30",Street Food Bar №1
8690,False,"Квиз, плиз! SPB",173,"22 июня/Суббота, 18:00",Grand Bianco
8693,False,"Квиз, плиз!  SPB",173,"23 июня/Воскресенье, 18:00",Street Food Bar №1
8845,True,"Квиз, плиз!  SPB",174,"26 июня/Среда, 19:30",Street Food Bar №1
8846,True,"Квиз, плиз! SPB",174,"27 июня/Четверг, 19:30",Street Food Bar №1
8847,True,"Квиз, плиз! SPB",175,"29 июня/Суббота, 18:00",Grand Bianco
8848,True,"Квиз, плиз! SPB",175,"30 июня/Воскресенье, 18:00",Grand Bianco
8951,True,"Квиз, плиз! SPB",176,"5 июля/Пятница, 19:30",Street Food Bar №1
