id,scores_available,title,question_set,date,location
17787,True,"Квиз, плиз! [стрим] SPB",24,"9 июня/Вторник, 20:00","Везде, где есть интернет"
17790,True,"Квиз, плиз! [стрим] SPB",25,"12 июня/Пятница, 20:00","Везде, где есть интернет"
17792,True,"Квиз, плиз! [стрим] SPB",26,"14 июня/Воскресенье, 18:00","Везде, где есть интернет"
18043,True,"Квиз, плиз! [стрим] SPB",27,"18 июня/Четверг, 20:00","Везде, где есть интернет"
18045,True,"Квиз, плиз! [стрим] SPB",28,"20 июня/Суббота, 20:00","Везде, где есть интернет"
18186,True,"Квиз, плиз! [стрим] SPB",29,"24 июня/Среда, 20:00","Везде, где есть интернет"
18187,True,"Квиз, плиз! [стрим] SPB",30,"26 июня/Пятница, 20:00","Везде, где есть интернет"
18418,True,"Квиз, плиз! [стрим] SPB",40,"3 июля/Пятница, 20:00","Везде, где есть интернет"
18419,True,"Квиз, плиз! [стрим] SPB",41,"5 июля/Воскресенье, 18:00","Везде, где есть интернет"
18621,True,"Квиз, плиз! [стрим] SPB",43,"10 июля/Пятница, 20:00","Везде, где есть интернет"
18623,True,"Квиз, плиз! [стрим] SPB",44,"11 июля/Суббота, 20:00","Везде, где есть интернет"
18776,True,"Квиз, плиз! [стрим] SPB",45,"14 июля/Вторник, 20:00","Везде, где есть интернет"
18778,True,"Квиз, плиз! [стрим] SPB",46,"18 июля/Суббота, 20:00","Везде, где есть интернет"
18954,True,"Квиз, плиз! [стрим] SPB",47,"24 июля/Пятница, 20:00","Везде, где есть интернет"
18956,True,"Квиз, плиз! [стрим] SPB",48,"25 июля/Суббота, 20:00","Везде, где есть интернет"
19078,True,"Квиз, плиз! [стрим] SPB",49,"31 июля/Пятница, 20:00","Везде, где есть интернет"
19206,True,"Квиз, плиз! SPB",253,"2 августа/Воскресенье, 18:00",Grand Bianco
19211,True,"Квиз, плиз! SPB",255,"6 августа/Четверг, 19:30",Grand Bianco
19213,True,"Квиз, плиз! [стрим] SPB",50,"7 августа/Пятница, 20:00","Везде, где есть интернет"
19245,True,"Квиз, плиз! SPB",254,"5 августа/Среда, 19:30",Grand Bianco
19285,True,"Квиз, плиз! SPB",256,"31 июля/Пятница, 19:30",Grand Bianco
19347,True,"Квиз, плиз! SPB",257,"12 августа/Среда, 19:30",Grand Bianco
19348,True,"Квиз, плиз! [стрим] SPB",51,"14 августа/Пятница, 20:00","Везде, где есть интернет"
19350,True,"Квиз, плиз! SPB",258,"15 августа/Суббота, 18:00",Grand Bianco
19440,True,"Квиз, плиз! SPB",259,"14 августа/Пятница, 19:30",Grand Bianco
19529,True,"Квиз, плиз! SPB",260,"18 августа/Вторник, 19:30",Grand Bianco
19530,True,"Квиз, плиз! SPB",261,"19 августа/Среда, 19:30",Metropolis Kitchen & Bar
19539,True,"Квиз, плиз! [стрим] SPB",52,"21 августа/Пятница, 20:00","Везде, где есть интернет"
19542,True,"Квиз, плиз! SPB",262,"23 августа/Воскресенье, 18:00",Grand Bianco
19679,True,"Квиз, плиз! SPB",263,"26 августа/Среда, 19:30",Metropolis Kitchen & Bar
19682,True,"Квиз, плиз! SPB",264,"28 августа/Пятница, 19:30",Grand Bianco
19684,True,"Квиз, плиз! [стрим] SPB",54,"28 августа/Пятница, 20:00","Везде, где есть интернет"
19685,True,"Квиз, плиз! [стрим] SPB",55,"29 августа/Суббота, 20:00","Везде, где есть интернет"
19686,True,"Квиз, плиз! SPB",265,"30 августа/Воскресенье, 18:00",Grand Bianco
19693,True,"Квиз, плиз! [стрим] SPB",53,"23 августа/Воскресенье, 17:00","Везде, где есть интернет"
19811,False,"Квиз, плиз! SPB",266,"2 сентября/Среда, 19:30",Grand Bianco
19812,True,"Квиз, плиз! SPB",267,"3 сентября/Четверг, 19:30",Grand Bianco
19813,True,"Квиз, плиз! SPB",268,"4 сентября/Пятница, 19:30",Grand Bianco
19814,True,"Квиз, плиз! [стрим] SPB",56,"4 сентября/Пятница, 20:00","Везде, где есть интернет"
19816,True,"Квиз, плиз! SPB",269,"5 сентября/Суббота, 19:30",Grand Bianco
19817,True,"Квиз, плиз! [стрим] SPB",57,"5 сентября/Суббота, 20:00","Везде, где есть интернет"
19993,True,"Квиз, плиз! SPB",271,"9 сентября/Среда, 19:30",Grand Bianco
19996,True,"Квиз, плиз! [стрим] SPB",59,"11 сентября/Пятница, 20:00","Везде, где есть интернет"
19999,True,"Квиз, плиз! SPB",270,"12 сентября/Суббота, 18:00",Metropolis Kitchen & Bar
20001,True,"Квиз, плиз! SPB",272,"13 сентября/Воскресенье, 18:00",Grand Bianco
20031,True,"Квиз, плиз! [стрим] SPB",58,"6 сентября/Воскресенье, 17:00","Везде, где есть интернет"
20040,True,"Квиз, плиз! [стрим] SPB",60,"13 сентября/Воскресенье, 17:00","Везде, где есть интернет"
20145,True,"Квиз, плиз! SPB",273,"16 сентября/Среда, 19:30",Grand Bianco
20146,True,"Квиз, плиз! SPB",274,"17 сентября/Четверг, 19:30",Rossi's Club
20147,True,"Квиз, плиз! [стрим] SPB",61,"18 сентября/Пятница, 20:00","Везде, где есть интернет"
20148,True,"Квиз, плиз! SPB",275,"19 сентября/Суббота, 19:30",Metropolis Kitchen & Bar
20149,True,"Квиз, плиз! [стрим] SPB",62,"19 сентября/Суббота, 18:00","Везде, где есть интернет"
20331,True,"Квиз, плиз! SPB",276,"22 сентября/Вторник, 19:30",Grand Bianco
20332,True,"Квиз, плиз! SPB",277,"23 сентября/Среда, 19:30",Grand Bianco
20335,True,"Квиз, плиз! SPB",278,"27 сентября/Воскресенье, 18:00",Grand Bianco
20336,True,"Квиз, плиз! [стрим] SPB",63,"27 сентября/Воскресенье, 18:00","Везде, где есть интернет"
20352,True,"Квиз, плиз! SPB",277,"24 сентября/Четверг, 19:30",Grand Bianco
20499,True,"Квиз, плиз! SPB",279,"30 сентября/Среда, 19:30",Grand Bianco
20500,True,"Квиз, плиз! SPB",279,"1 октября/Четверг, 19:30",Grand Bianco
20502,True,"Квиз, плиз! SPB",280,"2 октября/Пятница, 19:30",Rossi's Club
20503,True,"Квиз, плиз! [стрим] SPB",64,"2 октября/Пятница, 20:00","Везде, где есть интернет"
20504,True,"Квиз, плиз! SPB",281,"3 октября/Суббота, 16:00",Grand Bianco
20506,True,"Квиз, плиз! SPB",281,"4 октября/Воскресенье, 16:00",Grand Bianco
20667,True,"Квиз, плиз! SPB",282,"7 октября/Среда, 19:30",Grand Bianco
20668,True,"Квиз, плиз! SPB",283,"8 октября/Четверг, 19:30",Grand Bianco
20674,True,"Квиз, плиз! SPB",284,"11 октября/Воскресенье, 19:30",Metropolis Kitchen & Bar
20675,True,"Квиз, плиз! [стрим] SPB",65,"9 октября/Пятница, 20:00","Везде, где есть интернет"
20802,True,"Квиз, плиз! [стрим] SPB",66,"11 октября/Воскресенье, 18:00","Везде, где есть интернет"
20833,True,"Квиз, плиз! SPB",284,"14 октября/Среда, 19:30",Grand Bianco
20834,True,"Квиз, плиз! SPB",285,"14 октября/Среда, 19:30",Metropolis Kitchen & Bar
20835,True,"Квиз, плиз! SPB",285,"15 октября/Четверг, 19:30",Grand Bianco
20837,True,"Квиз, плиз! SPB",286,"16 октября/Пятница, 19:30",Grand Bianco
20838,True,"Квиз, плиз! [стрим] SPB",67,"16 октября/Пятница, 20:00","Везде, где есть интернет"
20839,True,"Квиз, плиз! SPB",287,"17 октября/Суббота, 16:00",Metropolis Kitchen & Bar
20840,True,"Квиз, плиз! [стрим] SPB",68,"17 октября/Суббота, 20:00","Везде, где есть интернет"
20842,True,"Квиз, плиз! SPB",287,"18 октября/Воскресенье, 18:00",Grand Bianco
21033,True,"Квиз, плиз! SPB",288,"21 октября/Среда, 19:30",Grand Bianco
21034,True,"Квиз, плиз! SPB",289,"22 октября/Четверг, 19:30",Grand Bianco
21035,True,"Квиз, плиз! SPB",290,"23 октября/Пятница, 19:30",Metropolis Kitchen & Bar
21036,True,"Квиз, плиз! SPB",290,"24 октября/Суббота, 16:00",Grand Bianco
21037,True,"Квиз, плиз! SPB",289,"24 октября/Суббота, 16:00",Metropolis Kitchen & Bar
21043,True,"Квиз, плиз! [стрим] SPB",69,"23 октября/Пятница, 20:00","Везде, где есть интернет"
21046,True,"Квиз, плиз! [стрим] SPB",70,"25 октября/Воскресенье, 18:00","Везде, где есть интернет"
21241,True,"Квиз, плиз! SPB",291,"29 октября/Четверг, 19:30",Grand Bianco
21243,True,"Квиз, плиз! SPB",292,"29 октября/Четверг, 19:30",Metropolis Kitchen & Bar
21245,True,"Квиз, плиз! SPB",291,"1 ноября/Воскресенье, 18:30",Grand Bianco
21246,True,"Квиз, плиз! [стрим] SPB",72,"30 октября/Пятница, 20:00","Везде, где есть интернет"
21248,True,"Квиз, плиз! [стрим] SPB",73,"1 ноября/Воскресенье, 20:00","Везде, где есть интернет"
21280,True,"Квиз, плиз! [стрим] SPB",71,"27 октября/Вторник, 20:00","Везде, где есть интернет"
21406,True,"Квиз, плиз! SPB",293,"4 ноября/Среда, 19:30",Rossi's Club
21407,True,"Квиз, плиз! [стрим] SPB",74,"4 ноября/Среда, 20:00","Везде, где есть интернет"
21408,True,"Квиз, плиз! SPB",294,"5 ноября/Четверг, 19:30",Grand Bianco
21409,True,"Квиз, плиз! SPB",295,"6 ноября/Пятница, 19:30",Metropolis Kitchen & Bar
21410,True,"Квиз, плиз! SPB",294,"6 ноября/Пятница, 19:30",Grand Bianco
21411,True,"Квиз, плиз! [стрим] SPB",75,"6 ноября/Пятница, 20:00","Везде, где есть интернет"
21413,True,"Квиз, плиз! SPB",295,"7 ноября/Суббота, 17:00",Rossi's Club
21414,True,"Квиз, плиз! [стрим] SPB",76,"7 ноября/Суббота, 20:00","Везде, где есть интернет"
21595,True,"Квиз, плиз! SPB",296,"10 ноября/Вторник, 19:30",Grand Bianco
21596,True,"Квиз, плиз! SPB",297,"11 ноября/Среда, 19:30",Metropolis Kitchen & Bar
21597,True,"Квиз, плиз! SPB",298,"12 ноября/Четверг, 19:30",Grand Bianco
21598,True,"Квиз, плиз! SPB",297,"13 ноября/Пятница, 19:30",Metropolis Kitchen & Bar
21600,True,"Квиз, плиз! SPB",298,"13 ноября/Пятница, 19:30",Rossi's Club
21601,True,"Квиз, плиз! SPB",299,"14 ноября/Суббота, 17:00",Rossi's Club
21603,True,"Квиз, плиз! [стрим] SPB",77,"10 ноября/Вторник, 20:00","Везде, где есть интернет"
21604,True,"Квиз, плиз! [стрим] SPB",78,"13 ноября/Пятница, 20:00","Везде, где есть интернет"
21606,True,"Квиз, плиз! [стрим] SPB",79,"15 ноября/Воскресенье, 18:00","Везде, где есть интернет"
21810,True,"Квиз, плиз! SPB",300,"18 ноября/Среда, 19:30",Grand Bianco
21820,True,"Квиз, плиз! SPB",300,"19 ноября/Четверг, 19:30",Metropolis Kitchen & Bar
21822,True,"Квиз, плиз! SPB",301,"20 ноября/Пятница, 19:30",Metropolis Kitchen & Bar
21823,True,"Квиз, плиз! SPB",302,"20 ноября/Пятница, 19:30",Rossi's Club
21825,True,"Квиз, плиз! SPB",302,"21 ноября/Суббота, 17:00",Rossi's Club
21837,True,"Квиз, плиз! [стрим] SPB",80,"18 ноября/Среда, 20:00","Везде, где есть интернет"
21838,True,"Квиз, плиз! [стрим] SPB",81,"20 ноября/Пятница, 20:00","Везде, где есть интернет"
21839,True,"Квиз, плиз! [стрим] SPB",82,"21 ноября/Суббота, 20:00","Везде, где есть интернет"
21874,True,"Квиз, плиз! SPB",298,"13 ноября/Пятница, 19:30",Grand Bianco
21875,True,"Квиз, плиз! SPB",299,"14 ноября/Суббота, 18:00",Grand Bianco
22019,True,"Квиз, плиз! SPB",303,"25 ноября/Среда, 19:30",Grand Bianco
22020,True,"Квиз, плиз! SPB",304,"26 ноября/Четверг, 19:30",Metropolis Kitchen & Bar
22022,True,"Квиз, плиз! SPB",305,"27 ноября/Пятница, 19:30",Rossi's Club
22024,True,"Квиз, плиз! SPB",305,"28 ноября/Суббота, 17:00",Rossi's Club
22025,True,"Квиз, плиз! SPB",306,"29 ноября/Воскресенье, 18:00",Metropolis Kitchen & Bar
22026,True,"Квиз, плиз! [стрим] SPB",83,"25 ноября/Среда, 20:00","Везде, где есть интернет"
22028,True,"Квиз, плиз! [стрим] SPB",84,"28 ноября/Суббота, 20:00","Везде, где есть интернет"
22029,True,"Квиз, плиз! [стрим] SPB",85,"29 ноября/Воскресенье, 18:00","Везде, где есть интернет"
22201,True,"Квиз, плиз! SPB",307,"1 декабря/Вторник, 19:30",Cherish
22202,True,"Квиз, плиз! [стрим] SPB",86,"2 декабря/Среда, 20:00","Везде, где есть интернет"
22203,True,"Квиз, плиз! SPB",308,"3 декабря/Четверг, 19:30",Metropolis Kitchen & Bar
22204,True,"Квиз, плиз! SPB",309,"4 декабря/Пятница, 19:30",Metropolis Kitchen & Bar
22205,True,"Квиз, плиз! SPB",310,"4 декабря/Пятница, 19:30",Rossi's Club
22207,True,"Квиз, плиз! SPB",310,"5 декабря/Суббота, 18:00",Grand Bianco
22208,True,"Квиз, плиз! [стрим] SPB",87,"5 декабря/Суббота, 20:00","Везде, где есть интернет"
22210,True,"Квиз, плиз! [стрим] SPB",88,"6 декабря/Воскресенье, 18:00","Везде, где есть интернет"
22432,True,"Квиз, плиз! SPB",309,"9 декабря/Среда, 19:30",Cherish
22433,True,"Квиз, плиз! [стрим] SPB",89,"9 декабря/Среда, 20:00","Везде, где есть интернет"
22434,True,"Квиз, плиз! SPB",311,"10 декабря/Четверг, 19:30",Grand Bianco
22435,True,"Квиз, плиз! SPB",311,"11 декабря/Пятница, 19:30",Grand Bianco
22436,True,"Квиз, плиз! SPB",312,"11 декабря/Пятница, 19:30",Metropolis Kitchen & Bar
22437,True,"Квиз, плиз! [стрим] SPB",90,"11 декабря/Пятница, 20:00","Везде, где есть интернет"
22438,True,"Квиз, плиз! SPB",312,"12 декабря/Суббота, 18:00",Grand Bianco
22440,True,"Квиз, плиз! [стрим] SPB",91,"12 декабря/Суббота, 20:00","Везде, где есть интернет"
22442,True,"Квиз, плиз! [стрим] SPB",92,"13 декабря/Воскресенье, 18:00","Везде, где есть интернет"
22671,True,"Квиз, плиз! SPB",313,"16 декабря/Среда, 19:30",Grand Bianco
22672,True,"Квиз, плиз! SPB",313,"17 декабря/Четверг, 19:30",Grand Bianco
22673,True,"Квиз, плиз! SPB",314,"18 декабря/Пятница, 19:30",Metropolis Kitchen & Bar
22675,True,"Квиз, плиз! [стрим] SPB",93,"18 декабря/Пятница, 20:00","Везде, где есть интернет"
22677,True,"Квиз, плиз! SPB",314,"19 декабря/Суббота, 18:00",Rossi's Club
22678,True,"Квиз, плиз! [стрим] SPB",94,"19 декабря/Суббота, 20:00","Везде, где есть интернет"
22843,True,"Квиз, плиз! SPB",315,"24 декабря/Четверг, 19:30",Rossi's Club
22845,True,"Квиз, плиз! SPB",316,"26 декабря/Суббота, 17:00",Metropolis Kitchen & Bar
22846,False,"Квиз, плиз! SPB",316,"26 декабря/Суббота, 15:00",Rossi's Club
22848,False,"Квиз, плиз! [стрим] SPB",95,"23 декабря/Среда, 20:00","Везде, где есть интернет"
22849,True,"Квиз, плиз! [стрим] SPB",96,"25 декабря/Пятница, 20:00","Везде, где есть интернет"
22850,True,"Квиз, плиз! [стрим] SPB",97,"26 декабря/Суббота, 20:00","Везде, где есть интернет"
23063,True,"Квиз, плиз! [стрим] SPB",98,"30 декабря/Среда, 20:00","Везде, где есть интернет"
23064,True,"Квиз, плиз! [стрим] SPB",99,"2 января/Суббота, 20:00","Везде, где есть интернет"
23065,True,"Квиз, плиз! [стрим] SPB",100,"3 января/Воскресенье, 20:00","Везде, где есть интернет"
23067,True,"Квиз, плиз! [стрим] SPB",100,"4 января/Понедельник, 20:00","Везде, где есть интернет"
23070,True,"Квиз, плиз! SPB",317,"6 января/Среда, 16:00",Rossi's Club
23071,True,"Квиз, плиз! SPB",318,"7 января/Четверг, 17:00",Rossi's Club
23072,True,"Квиз, плиз! [стрим] SPB",101,"7 января/Четверг, 20:00","Везде, где есть интернет"
23074,True,"Квиз, плиз! [стрим] SPB",101,"8 января/Пятница, 20:00","Везде, где есть интернет"
23075,True,"Квиз, плиз! SPB",318,"9 января/Суббота, 16:00",Rossi's Club
23076,False,"Квиз, плиз! [стрим] SPB",102,"21 декабря/Понедельник, 12:00","Везде, где есть интернет"
23077,True,"Квиз, плиз! [стрим] SPB",102,"9 января/Суббота, 20:00","Везде, где есть интернет"
23079,True,"Квиз, плиз! [стрим] SPB",102,"10 января/Воскресенье, 18:00","Везде, где есть интернет"
23444,True,"Квиз, плиз! SPB",319,"14 января/Четверг, 19:30",Grand Bianco
23445,True,"Квиз, плиз! SPB",320,"15 января/Пятница, 19:30",Rossi's Club
23446,True,"Квиз, плиз! SPB",319,"15 января/Пятница, 19:30",Metropolis Kitchen & Bar
23447,True,"Квиз, плиз! SPB",321,"16 января/Суббота, 18:00",Grand Bianco
23448,True,"Квиз, плиз! SPB",320,"16 января/Суббота, 18:00",Metropolis Kitchen & Bar
23449,True,"Квиз, плиз! SPB",321,"17 января/Воскресенье, 17:00",Rossi's Club
23450,True,"Квиз, плиз! [стрим] SPB",103,"15 января/Пятница, 20:00","Везде, где есть интернет"
23451,True,"Квиз, плиз! [стрим] SPB",104,"16 января/Суббота, 20:00","Везде, где есть интернет"
23452,True,"Квиз, плиз! [стрим] SPB",105,"17 января/Воскресенье, 18:00","Везде, где есть интернет"
23652,True,"Квиз, плиз! SPB",322,"19 января/Вторник, 19:30",Grand Bianco
23653,True,"Квиз, плиз! SPB",323,"20 января/Среда, 19:30",Grand Bianco
23656,False,"Квиз, плиз! SPB",322,"22 января/Пятница, 19:30",Rossi's Club
23658,True,"Квиз, плиз! [стрим] SPB",106,"22 января/Пятница, 20:00","Везде, где есть интернет"
23659,True,"Квиз, плиз! [стрим] SPB",107,"23 января/Суббота, 20:00","Везде, где есть интернет"
23660,True,"Квиз, плиз! SPB",323,"23 января/Суббота, 17:00",Rossi's Club
23802,True,"Квиз, плиз! SPB",324,"27 января/Среда, 19:30",Grand Bianco
23803,True,"Квиз, плиз! SPB",324,"28 января/Четверг, 19:30",Rossi's Club
23804,True,"Квиз, плиз! SPB",325,"29 января/Пятница, 19:30",Rossi's Club
23805,True,"Квиз, плиз! SPB",326,"29 января/Пятница, 19:30",Metropolis Kitchen & Bar
23806,True,"Квиз, плиз! SPB",325,"30 января/Суббота, 18:00",Grand Bianco
23808,True,"Квиз, плиз! [стрим] SPB",108,"29 января/Пятница, 20:00","Везде, где есть интернет"
23809,True,"Квиз, плиз! [стрим] SPB",109,"30 января/Суббота, 20:00","Везде, где есть интернет"
24054,True,"Квиз, плиз! [стрим] SPB",110,"5 февраля/Пятница, 20:00","Везде, где есть интернет"
24056,True,"Квиз, плиз! [стрим] SPB",111,"7 февраля/Воскресенье, 18:00","Везде, где есть интернет"
24057,True,"Квиз, плиз! SPB",326,"2 февраля/Вторник, 19:30",Grand Bianco
24058,True,"Квиз, плиз! SPB",327,"3 февраля/Среда, 19:30",Grand Bianco
24060,False,"Квиз, плиз! SPB",327,"5 февраля/Пятница, 19:30",Rossi's Club
24061,False,"Квиз, плиз! SPB",328,"6 февраля/Суббота, 18:00",Ресторан ParkKing
24063,True,"Квиз, плиз! SPB",328,"7 февраля/Воскресенье, 16:00",Rossi's Club
24274,True,"Квиз, плиз! SPB",329,"9 февраля/Вторник, 19:30",Grand Bianco
24277,True,"Квиз, плиз! SPB",330,"11 февраля/Четверг, 19:30",Grand Bianco
24279,True,"Квиз, плиз! SPB",329,"12 февраля/Пятница, 19:30",Rossi's Club
24281,True,"Квиз, плиз! [стрим] SPB",112,"12 февраля/Пятница, 20:00","Везде, где есть интернет"
24283,True,"Квиз, плиз! SPB",330,"13 февраля/Суббота, 17:00",Rossi's Club
24284,False,"Квиз, плиз! SPB",331,"13 февраля/Суббота, 17:00",Ресторан ParkKing
24286,True,"Квиз, плиз! SPB",331,"14 февраля/Воскресенье, 16:00",Rossi's Club
24287,True,"Квиз, плиз! [стрим] SPB",113,"14 февраля/Воскресенье, 18:00","Везде, где есть интернет"
24540,True,"Квиз, плиз! SPB",332,"16 февраля/Вторник, 19:30",Grand Bianco
24547,True,"Квиз, плиз! SPB",332,"19 февраля/Пятница, 19:30",Rossi's Club
24552,True,"Квиз, плиз! SPB",333,"20 февраля/Суббота, 18:00",Rossi's Club
24553,True,"Квиз, плиз! [стрим] SPB",114,"20 февраля/Суббота, 20:00","Везде, где есть интернет"
24557,True,"Квиз, плиз! SPB",333,"22 февраля/Понедельник, 17:00",Rossi's Club
24560,True,"Квиз, плиз! SPB",334,"22 февраля/Понедельник, 18:00",Ресторан ParkKing
24561,True,"Квиз, плиз! [стрим] SPB",115,"22 февраля/Понедельник, 20:00","Везде, где есть интернет"
24567,True,"Квиз, плиз! [стрим] SPB",116,"23 февраля/Вторник, 18:00","Везде, где есть интернет"
24796,False,"Квиз, плиз! SPB",334,"25 февраля/Четверг, 19:30",Grand Bianco
24798,True,"Квиз, плиз! SPB",335,"26 февраля/Пятница, 19:30",Rossi's Club
24801,True,"Квиз, плиз! [стрим] SPB",117,"26 февраля/Пятница, 20:00","Везде, где есть интернет"
24802,True,"Квиз, плиз! SPB",335,"27 февраля/Суббота, 18:00",Rossi's Club
24803,True,"Квиз, плиз! SPB",336,"27 февраля/Суббота, 17:00",Ресторан ParkKing
24805,False,"Квиз, плиз! SPB",336,"28 февраля/Воскресенье, 18:00",Grand Bianco
24806,True,"Квиз, плиз! [стрим] SPB",118,"28 февраля/Воскресенье, 18:00","Везде, где есть интернет"
24970,True,"Квиз, плиз! SPB",337,"2 марта/Вторник, 19:30",Grand Bianco
24972,False,"Квиз, плиз! SPB",337,"4 марта/Четверг, 19:30",Rossi's Club
24973,True,"Квиз, плиз! SPB",338,"5 марта/Пятница, 19:30",Rossi's Club
24974,True,"Квиз, плиз! SPB",338,"6 марта/Суббота, 16:00",Rossi's Club
24975,True,"Квиз, плиз! SPB",339,"6 марта/Суббота, 15:30",Ресторан ParkKing
24977,True,"Квиз, плиз! SPB",339,"7 марта/Воскресенье, 16:00",Rossi's Club
24979,True,"Квиз, плиз! [стрим] SPB",119,"5 марта/Пятница, 20:00","Везде, где есть интернет"
24981,True,"Квиз, плиз! [стрим] SPB",120,"7 марта/Воскресенье, 20:00","Везде, где есть интернет"
25041,True,"Квиз, плиз! [стрим] SPB",121,"8 марта/Понедельник, 18:00","Везде, где есть интернет"
25295,True,"Квиз, плиз! [сюрприз] SPB",1,"11 марта/Четверг, 19:30",Grand Bianco
25296,True,"Квиз, плиз! SPB",340,"11 марта/Четверг, 19:30",Ресторан ParkKing
25298,True,"Квиз, плиз! SPB",340,"12 марта/Пятница, 19:30",Rossi's Club
25301,True,"Квиз, плиз! SPB",341,"13 марта/Суббота, 16:00",Rossi's Club
25302,True,"Квиз, плиз! [стрим] SPB",122,"13 марта/Суббота, 20:00","Везде, где есть интернет"
25304,True,"Квиз, плиз! [стрим] SPB",123,"14 марта/Воскресенье, 18:00","Везде, где есть интернет"
25523,False,"Квиз, плиз! SPB",341,"16 марта/Вторник, 19:30",Ресторан ParkKing
25526,False,"Квиз, плиз! [турбо] SPB",1,"18 марта/Четверг, 19:30",Grand Bianco
25528,False,"Квиз, плиз! SPB",343,"19 марта/Пятница, 19:30",Rossi's Club
25529,True,"Квиз, плиз! SPB",342,"19 марта/Пятница, 19:30",Street Food Bar №1
25530,True,"Квиз, плиз! [стрим] SPB",124,"19 марта/Пятница, 20:00","Везде, где есть интернет"
25531,True,"Квиз, плиз! SPB",342,"20 марта/Суббота, 17:00",Rossi's Club
25532,True,"Квиз, плиз! [стрим] SPB",125,"20 марта/Суббота, 20:00","Везде, где есть интернет"
25533,True,"Квиз, плиз! SPB",344,"21 марта/Воскресенье, 18:00",Ресторан ParkKing
25534,False,"Квиз, плиз! SPB",343,"21 марта/Воскресенье, 16:00",Дубровский
25814,True,"Квиз, плиз! SPB",344,"23 марта/Вторник, 19:30",Rossi's Club
25818,True,"Квиз, плиз! SPB",345,"25 марта/Четверг, 19:30",Grand Bianco
25820,False,"Квиз, плиз! SPB",346,"25 марта/Четверг, 19:30",Puberty
25821,True,"Квиз, плиз! SPB",346,"26 марта/Пятница, 19:30",Rossi's Club
25826,True,"Квиз, плиз! [стрим] SPB",126,"26 марта/Пятница, 20:00","Везде, где есть интернет"
26022,True,"Квиз, плиз! SPB",347,"30 марта/Вторник, 19:30",Ресторан ParkKing
26023,True,"Квиз, плиз! [WTF] SPB",1,"1 апреля/Четверг, 19:30",Street Food Bar №1
26024,True,"Квиз, плиз! SPB",348,"1 апреля/Четверг, 19:30",Grand Bianco
26025,True,"Квиз, плиз! SPB",347,"2 апреля/Пятница, 19:30",Rossi's Club
26027,True,"Квиз, плиз! [стрим] SPB",127,"2 апреля/Пятница, 20:00","Везде, где есть интернет"
26030,True,"Квиз, плиз! SPB",348,"3 апреля/Суббота, 15:30",Grand Bianco
26032,True,"Квиз, плиз! SPB",349,"3 апреля/Суббота, 17:00",Ресторан ParkKing
26033,True,"Квиз, плиз! [стрим] SPB",128,"3 апреля/Суббота, 20:00","Везде, где есть интернет"
26034,True,"Квиз, плиз! SPB",349,"4 апреля/Воскресенье, 18:00",Grand Bianco
26288,True,"Квиз, плиз! SPB",350,"6 апреля/Вторник, 19:30",Ресторан ParkKing
26289,True,"Квиз, плиз! SPB",350,"7 апреля/Среда, 19:30",Ресторан ParkKing
26291,True,"Квиз, плиз! SPB",351,"8 апреля/Четверг, 19:30",Ресторан ParkKing
26292,True,"Квиз, плиз! SPB",351,"9 апреля/Пятница, 19:30",Grand Bianco
26293,True,"Квиз, плиз! SPB",352,"10 апреля/Суббота, 16:00",Rossi's Club
26295,True,"Квиз, плиз! SPB",352,"11 апреля/Воскресенье, 16:00",Дубровский
26296,True,"Квиз, плиз! [стрим] SPB",129,"9 апреля/Пятница, 20:00","Везде, где есть интернет"
26297,True,"Квиз, плиз! [стрим] SPB",130,"10 апреля/Суббота, 20:00","Везде, где есть интернет"
26537,True,"Квиз, плиз! SPB",353,"13 апреля/Вторник, 19:30",Ресторан ParkKing
26538,True,"Квиз, плиз! SPB",353,"14 апреля/Среда, 19:30",Puberty
26539,True,"Квиз, плиз! [сюрприз] SPB",2,"15 апреля/Четверг, 19:30",Grand Bianco
26540,True,"Квиз, плиз! SPB",354,"16 апреля/Пятница, 19:30",Rossi's Club
26541,True,"Квиз, плиз! [стрим] SPB",131,"16 апреля/Пятница, 20:00","Везде, где есть интернет"
26542,True,"Квиз, плиз! [сюрприз] SPB",2,"17 апреля/Суббота, 16:00",Rossi's Club
26543,True,"Квиз, плиз! SPB",355,"17 апреля/Суббота, 17:00",Ресторан ParkKing
26544,True,"Квиз, плиз! SPB",354,"17 апреля/Суббота, 16:00",Grand Bianco
26545,True,"Квиз, плиз! SPB",355,"18 апреля/Воскресенье, 18:00",Grand Bianco
26546,True,"Квиз, плиз! [стрим] SPB",132,"17 апреля/Суббота, 20:00","Везде, где есть интернет"
26797,True,"Квиз, плиз! SPB",356,"19 апреля/Понедельник, 19:30",Street Food Bar №1
26800,True,"Квиз, плиз! SPB",356,"20 апреля/Вторник, 19:30",Puberty
26803,True,"Квиз, плиз! SPB",357,"21 апреля/Среда, 19:30",Grand Bianco
26805,True,"Квиз, плиз! SPB",357,"22 апреля/Четверг, 19:30",Ресторан ParkKing
26812,True,"Квиз, плиз! [стрим] SPB",133,"23 апреля/Пятница, 20:00","Везде, где есть интернет"
26828,True,"Квиз, плиз! SPB",356,"23 апреля/Пятница, 19:30",Rossi's Club
26829,True,"Квиз, плиз! SPB",358,"24 апреля/Суббота, 16:00",Rossi's Club
